id,ortho,cgram,genre,nombre,freqfilms,verper,cvcv,iddersyll,nbsyll,haspir
111674,retardateur,NOM,m,s,0.14,,C,4361,4,-1
111675,retarde,VER,,,1.95,2s-1s-3s,C,4570,2,-1
111676,retardement,NOM,m,s,1.61,,C,2964,4,-1
111677,retardent,VER,,,0.36,3p,C,4570,2,-1
111678,retarder,VER,,,3.09,,C,1353,3,-1
111679,retardera,VER,,,0.24,3s,C,229,4,-1
111680,retarderai,VER,,,0.04,1s,C,185,4,-1
111681,retarderaient,VER,,,0.02,3p,C,185,4,-1
111682,retarderait,VER,,,0.1,3s,C,185,4,-1
111683,retarderez,VER,,,0.01,2p,C,263,4,-1
111684,retarderiez,VER,,,0.01,2p,C,329,4,-1
111685,retardes,VER,,,0.87,2s,C,4570,2,-1
111686,retardez,VER,,,0.56,2p-2p,C,1353,3,-1
111687,retardions,VER,,,0.0,1p,C,1422,3,-1
111688,retardons,VER,,,0.2,1p-1p,C,1478,3,-1
111689,retards,NOM,m,p,0.81,,C,4568,2,-1
111690,retardât,VER,,,0.0,3s,C,1323,3,-1
111691,retardèrent,VER,,,0.0,3p,C,1202,3,-1
111692,retardé,VER,m,s,2.9,,C,1353,3,-1
111693,retardé,ADJ,m,s,0.81,,C,1353,3,-1
111694,retardé,NOM,m,s,0.69,,C,1353,3,-1
111695,retardée,VER,f,s,0.67,,C,1353,3,-1
111696,retardée,ADJ,f,s,0.15,,C,1353,3,-1
111697,retardée,NOM,f,s,0.03,,C,1353,3,-1
111698,retardées,VER,f,p,0.06,,C,1353,3,-1
111699,retardées,ADJ,f,p,0.01,,C,1353,3,-1
111700,retardées,NOM,f,p,0.01,,C,1353,3,-1
111701,retardés,VER,m,p,0.39,,C,1353,3,-1
111702,retardés,ADJ,m,p,0.09,,C,1353,3,-1
111703,retardés,NOM,m,p,0.37,,C,1353,3,-1
111704,reteindre,VER,,,0.11,,C,4331,2,-1
111705,reteints,VER,m,p,0.01,,C,4327,2,-1
111706,retenaient,VER,,,0.42,3p,C,3209,3,-1
111707,retenais,VER,,,0.34,1s-2s,C,3209,3,-1
111708,retenait,VER,,,1.1,3s,C,3209,3,-1
111709,retenant,VER,,,0.7,,C,3206,3,-1
111710,retendait,VER,,,0.0,3s,C,1200,3,-1
111711,retendre,VER,,,0.01,,C,4372,2,-1
111712,retends,VER,,,0.0,2s,C,4368,2,-1
111713,retendu,VER,m,s,0.15,,C,1468,3,-1
111714,retendues,VER,f,p,0.0,,C,1468,3,-1
111715,retenez,VER,,,6.15,2p-2p,C,3287,3,-1
111716,reteniez,VER,,,0.05,2p,C,3352,3,-1
111717,retenions,VER,,,0.02,1p,C,3362,3,-1
111718,retenir,VER,,,19.63,,C,3293,3,-1
111719,retenons,VER,,,0.19,1p-1p,C,3409,3,-1
111720,retente,VER,,,0.23,2s-1s-3s,C,4379,2,-1
111721,retenter,VER,,,0.44,,C,4605,3,-1
111722,retentes,VER,,,0.04,2s,C,4379,2,-1
111723,retenti,VER,m,s,0.48,,C,4613,3,-1
111724,retentir,VER,,,0.27,,C,4616,3,-1
111725,retentira,VER,,,0.15,3s,C,229,4,-1
111726,retentirait,VER,,,0.0,3s,C,185,4,-1
111727,retentirent,VER,,,0.0,3p,C,4616,3,-1
111728,retentiront,VER,,,0.04,3p,C,394,4,-1
111729,retentissaient,VER,,,0.0,3p,C,3861,4,-1
111730,retentissait,VER,,,0.04,3s,C,3861,4,-1
111731,retentissant,VER,,,0.03,,C,3848,4,-1
111732,retentissant,ADJ,m,s,0.14,,C,3848,4,-1
111733,retentissante,ADJ,f,s,0.03,,C,3859,4,-1
111734,retentissantes,ADJ,f,p,0.0,,C,3859,4,-1
111735,retentissants,ADJ,m,p,0.03,,C,3848,4,-1
111736,retentisse,VER,,,0.03,3s,C,4634,3,-1
111737,retentissement,NOM,m,s,0.02,,C,2964,5,-1
111738,retentissent,VER,,,0.19,3p,C,4634,3,-1
111739,retentit,VER,,,1.62,3s-3s,C,4613,3,-1
111740,retenu,VER,m,s,10.2,,C,3398,3,-1
111741,retenu,ADJ,m,s,0.69,,C,3398,3,-1
111742,retenue,VER,f,s,3.2,,C,3398,3,-1
111743,retenue,ADJ,f,s,0.48,,C,3398,3,-1
111744,retenue,NOM,f,s,3.47,,C,3398,3,-1
111745,retenues,VER,f,p,0.59,,C,3398,3,-1
111746,retenues,ADJ,f,p,0.19,,C,3398,3,-1
111747,retenues,NOM,f,p,0.28,,C,3398,3,-1
111748,retenus,VER,m,p,0.98,,C,3398,3,-1
111749,retenus,ADJ,m,p,0.11,,C,3398,3,-1
111750,retiendra,VER,,,0.68,3s,C,1267,3,-1
111751,retiendrai,VER,,,1.05,1s,C,1255,3,-1
111752,retiendraient,VER,,,0.01,3p,C,1255,3,-1
111753,retiendrais,VER,,,0.2,1s-2s,C,1255,3,-1
111754,retiendrait,VER,,,0.11,3s,C,1255,3,-1
111755,retiendras,VER,,,0.2,2s,C,1267,3,-1
111756,retiendrez,VER,,,0.14,2p,C,1280,3,-1
111757,retiendrions,VER,,,0.0,1p,C,2208,4,-1
111758,retiendrons,VER,,,0.08,1p,C,1308,3,-1
111759,retiendront,VER,,,0.14,3p,C,1308,3,-1
111760,retienne,VER,,,0.89,1s-3s,C,4654,2,-1
111761,retiennent,VER,,,1.69,3p,C,4654,2,-1
111762,retiennes,VER,,,0.22,2s,C,4654,2,-1
111763,retiens,VER,,,12.91,2s-1s-2s,C,4645,2,-1
111764,retient,VER,,,9.17,3s,C,4645,2,-1
111765,retinrent,VER,,,0.14,3p,C,4329,2,-1
111766,retins,VER,,,0.02,1s,C,4327,2,-1
111767,retint,VER,,,0.35,3s,C,4327,2,-1
111768,retira,VER,,,0.45,3s,C,229,3,-1
111769,retirable,ADJ,f,s,0.01,,C,236,3,-1
111770,retirai,VER,,,0.01,1s,C,185,3,-1
111771,retiraient,VER,,,0.14,3p,C,185,3,-1
111772,retirais,VER,,,0.23,1s-2s,C,185,3,-1
111773,retirait,VER,,,0.45,3s,C,185,3,-1
111774,retirant,VER,,,0.38,,C,170,3,-1
111775,retire,VER,,,21.56,2s-1s-3s-3s,C,4616,2,-1
111776,retirement,NOM,m,s,0.14,,C,2964,4,-1
111777,retirent,VER,,,1.19,3p,C,4616,2,-1
111778,retirer,VER,,,27.39,,C,263,3,-1
111779,retirera,VER,,,0.72,3s,C,229,4,-1
111780,retirerai,VER,,,0.38,1s,C,185,4,-1
111781,retireraient,VER,,,0.28,3p,C,185,4,-1
111782,retirerais,VER,,,0.15,1s-2s,C,185,4,-1
111783,retirerait,VER,,,0.32,3s,C,185,4,-1
111784,retireras,VER,,,0.14,2s,C,229,4,-1
111785,retirerez,VER,,,0.09,2p,C,263,4,-1
111786,retireriez,VER,,,0.0,2p,C,329,4,-1
111787,retirerions,VER,,,0.0,1p,C,333,4,-1
111788,retirerons,VER,,,0.23,1p,C,394,4,-1
111789,retireront,VER,,,0.32,3p,C,394,4,-1
111790,retires,VER,,,1.45,2s,C,4616,2,-1
111791,retirez,VER,,,6.2,2p-2p,C,263,3,-1
111792,retiriez,VER,,,0.24,2p,C,329,3,-1
111793,retirions,VER,,,0.15,1p,C,333,3,-1
111794,retiro,NOM,m,s,0.1,,C,339,3,-1
111795,retirons,VER,,,0.83,1p-1p,C,394,3,-1
111796,retirâmes,VER,,,0.01,1p,C,251,3,-1
111797,retirât,VER,,,0.0,3s,C,229,3,-1
111798,retirèrent,VER,,,0.21,3p,C,187,3,-1
111799,retiré,VER,m,s,12.7,,C,263,3,-1
111800,retiré,ADJ,m,s,0.7,,C,263,3,-1
111801,retirée,VER,f,s,2.02,,C,263,3,-1
111802,retirée,ADJ,f,s,0.42,,C,263,3,-1
111803,retirées,VER,f,p,0.68,,C,263,3,-1
111804,retirées,ADJ,f,p,0.07,,C,263,3,-1
111805,retirés,VER,m,p,1.36,,C,263,3,-1
111806,retirés,ADJ,m,p,0.24,,C,263,3,-1
111807,retissaient,VER,,,0.0,3p,C,3861,3,-1
111808,retissait,VER,,,0.0,3s,C,3861,3,-1
111809,retisser,VER,,,0.0,,C,3949,3,-1
111810,retomba,VER,,,0.28,3s,C,963,3,-1
111811,retombai,VER,,,0.0,1s,C,813,3,-1
111812,retombaient,VER,,,0.15,3p,C,813,3,-1
111813,retombais,VER,,,0.26,1s-2s,C,813,3,-1
111814,retombait,VER,,,0.15,3s,C,813,3,-1
111815,retombant,ADJ,m,s,0.02,,C,806,3,-1
111816,retombant,VER,,,0.02,,C,806,3,-1
111817,retombante,ADJ,f,s,0.0,,C,812,3,-1
111818,retombantes,ADJ,f,p,0.0,,C,812,3,-1
111819,retombe,NOM,f,s,0.01,,C,4758,2,-1
111820,retombe,VER,,,3.89,2s-1s-3s,C,4758,2,-1
111821,retombement,NOM,m,s,0.0,,C,2964,4,-1
111822,retombent,VER,,,0.7,3p,C,4758,2,-1
111823,retomber,VER,,,2.74,,C,995,3,-1
111824,retombera,VER,,,0.69,3s,C,229,4,-1
111825,retomberai,VER,,,0.06,1s,C,185,4,-1
111826,retomberaient,VER,,,0.01,3p,C,185,4,-1
111827,retomberais,VER,,,0.01,1s-2s,C,185,4,-1
111828,retomberait,VER,,,0.27,3s,C,185,4,-1
111829,retomberas,VER,,,0.05,2s,C,229,4,-1
111830,retomberez,VER,,,0.03,2p,C,263,4,-1
111831,retomberont,VER,,,0.0,3p,C,394,4,-1
111832,retombes,VER,,,0.25,2s,C,4758,2,-1
111833,retombez,VER,,,0.17,2p-2p,C,995,3,-1
111834,retombions,VER,,,0.0,1p,C,1051,3,-1
111835,retombons,VER,,,0.12,1p-1p,C,1167,3,-1
111836,retombâmes,VER,,,0.0,1p,C,985,3,-1
111837,retombât,VER,,,0.0,3s,C,963,3,-1
111838,retombèrent,VER,,,0.0,3p,C,815,3,-1
111839,retombé,VER,m,s,0.71,,C,995,3,-1
111840,retombée,VER,f,s,0.28,,C,995,3,-1
111841,retombée,ADJ,f,s,0.12,,C,995,3,-1
111842,retombée,NOM,f,s,0.06,,C,995,3,-1
111843,retombées,VER,f,p,0.01,,C,995,3,-1
111844,retombées,ADJ,f,p,0.04,,C,995,3,-1
111845,retombées,NOM,f,p,0.73,,C,995,3,-1
111846,retombés,VER,m,p,0.19,,C,995,3,-1
111847,retordre,VER,,,1.29,,C,4411,2,-1
111848,retors,ADJ,m,,0.48,,C,4408,2,-1
111849,retorse,ADJ,f,s,0.03,,C,4414,2,-1
111850,retorses,ADJ,f,p,0.02,,C,4414,2,-1
111851,retoucha,VER,,,0.0,3s,C,450,3,-1
111852,retouchai,VER,,,0.0,1s,C,426,3,-1
111853,retouchait,VER,,,0.01,3s,C,426,3,-1
111854,retouchant,VER,,,0.0,,C,416,3,-1
111855,retouche,NOM,f,s,0.61,,C,4707,2,-1
111856,retouche,VER,,,0.22,2s-1s-3s,C,4707,2,-1
111857,retouchent,VER,,,0.01,3p,C,4707,2,-1
111858,retoucher,VER,,,1.1,,C,473,3,-1
111859,retouchera,VER,,,0.03,3s,C,229,4,-1
111860,retoucherais,VER,,,0.0,1s,C,185,4,-1
111861,retoucherait,VER,,,0.0,3s,C,185,4,-1
111862,retouches,NOM,f,p,0.69,,C,4707,2,-1
111863,retouches,VER,,,0.08,2s,C,4707,2,-1
111864,retoucheur,NOM,m,s,0.01,,C,411,3,-1
111865,retouchez,VER,,,0.07,2p-2p,C,473,3,-1
111866,retouché,VER,m,s,0.2,,C,473,3,-1
111867,retouchée,VER,f,s,0.22,,C,473,3,-1
111868,retouchées,VER,f,p,0.02,,C,473,3,-1
111869,retouchés,VER,m,p,0.02,,C,473,3,-1
111870,retour,NOM,m,s,138.02,,C,4702,2,-1
111871,retourna,VER,,,1.14,3s,C,3253,3,-1
111872,retournai,VER,,,0.22,1s,C,3209,3,-1
111873,retournaient,VER,,,0.15,3p,C,3209,3,-1
111874,retournais,VER,,,0.96,1s-2s,C,3209,3,-1
111875,retournait,VER,,,0.93,3s,C,3209,3,-1
111876,retournant,VER,,,0.69,,C,3206,3,-1
111877,retourne,NOM,f,s,0.89,,C,4705,2,-1
111878,retourne,VER,,,77.27,2s-1s-3s-1s-3s,C,4705,2,-1
111879,retournement,NOM,m,s,0.82,,C,2964,4,-1
111880,retournements,NOM,m,p,0.04,,C,2964,4,-1
111881,retournent,VER,,,2.29,3p,C,4705,2,-1
111882,retourner,VER,,,76.96,,C,3287,3,-1
111883,retournera,VER,,,3.56,3s,C,229,4,-1
111884,retournerai,VER,,,5.58,1s,C,185,4,-1
111885,retourneraient,VER,,,0.14,3p,C,185,4,-1
111886,retournerais,VER,,,0.6,1s-2s,C,185,4,-1
111887,retournerait,VER,,,0.77,3s,C,185,4,-1
111888,retourneras,VER,,,1.86,2s,C,229,4,-1
111889,retournerez,VER,,,0.79,2p,C,263,4,-1
111890,retourneriez,VER,,,0.13,2p,C,329,4,-1
111891,retournerions,VER,,,0.02,1p,C,333,4,-1
111892,retournerons,VER,,,0.98,1p,C,394,4,-1
111893,retourneront,VER,,,0.73,3p,C,394,4,-1
111894,retournes,NOM,f,p,0.39,,C,4705,2,-1
111895,retournes,VER,,,10.4,2s-2s,C,4705,2,-1
111896,retournez,VER,,,23.55,2p-2p,C,3287,3,-1
111897,retourniez,VER,,,0.8,2p,C,3352,3,-1
111898,retournions,VER,,,0.13,1p,C,3362,3,-1
111899,retournons,VER,,,9.53,1p-1p,C,3409,3,-1
111900,retournâmes,VER,,,0.0,1p,C,3273,3,-1
111901,retournât,VER,,,0.0,3s,C,3253,3,-1
111902,retournèrent,VER,,,0.17,3p,C,3210,3,-1
111903,retourné,VER,m,s,15.05,,C,3287,3,-1
111904,retourné,NOM,m,s,0.73,,C,3287,3,-1
111905,retournée,VER,f,s,7.81,,C,3287,3,-1
111906,retournées,VER,f,p,0.34,,C,3287,3,-1
111907,retournés,VER,m,p,1.79,,C,3287,3,-1
111908,retournés,NOM,m,p,0.1,,C,3287,3,-1
111909,retours,NOM,m,p,0.92,,C,4702,2,-1
111910,retrace,VER,,,0.16,2s-1s-3s,C,4499,2,-1
111911,retracent,VER,,,0.04,3p,C,4499,2,-1
111912,retracer,VER,,,1.03,,C,3949,3,-1
111913,retracera,VER,,,0.01,3s,C,229,4,-1
111914,retracerais,VER,,,0.0,1s,C,185,4,-1
111915,retracerait,VER,,,0.01,3s,C,185,4,-1
111916,retraceront,VER,,,0.01,3p,C,394,4,-1
111917,retracez,VER,,,0.05,2p,C,3949,3,-1
111918,retracions,VER,,,0.01,1p,C,4038,3,-1
111919,retracé,VER,m,s,0.13,,C,3949,3,-1
111920,retracée,VER,f,s,0.0,,C,3949,3,-1
111921,retraduction,NOM,f,s,0.01,,C,4038,4,-1
111922,retraduit,VER,m,s,0.01,3s,C,1184,3,-1
111923,retraire,VER,,,0.01,,C,4461,2,-1
111924,retrait,VER,m,s,0.08,3s,C,4459,2,-1
111925,retrait,NOM,m,s,4.63,,C,4459,2,-1
111926,retraitait,VER,,,0.0,3s,C,4380,3,-1
111927,retraite,NOM,f,s,38.3,,C,4471,2,-1
111928,retraitement,NOM,m,s,0.06,,C,2964,4,-1
111929,retraites,NOM,f,p,1.16,,C,4471,2,-1
111930,retraitions,VER,,,0.0,1p,C,4670,3,-1
111931,retraits,VER,m,p,0.02,,C,4459,2,-1
111932,retraits,NOM,m,p,0.24,,C,4459,2,-1
111933,retraité,VER,m,s,0.71,,C,4605,3,-1
111934,retraité,ADJ,m,s,0.43,,C,4605,3,-1
111935,retraité,NOM,m,s,1.17,,C,4605,3,-1
111936,retraitée,VER,f,s,0.02,,C,4605,3,-1
111937,retraitée,ADJ,f,s,0.01,,C,4605,3,-1
111938,retraitée,NOM,f,s,0.11,,C,4605,3,-1
111939,retraitées,VER,f,p,0.01,,C,4605,3,-1
111940,retraitées,ADJ,f,p,0.0,,C,4605,3,-1
111941,retraitées,NOM,f,p,0.1,,C,4605,3,-1
111942,retraités,VER,m,p,0.04,,C,4605,3,-1
111943,retraités,ADJ,m,p,0.24,,C,4605,3,-1
111944,retraités,NOM,m,p,0.86,,C,4605,3,-1
111945,retranchai,VER,,,0.0,1s,C,426,3,-1
111946,retranchaient,VER,,,0.01,3p,C,426,3,-1
111947,retranchait,VER,,,0.0,3s,C,426,3,-1
111948,retranchant,VER,,,0.02,,C,416,3,-1
111949,retranche,VER,,,0.04,3s,C,4452,2,-1
111950,retranchement,NOM,m,s,0.03,,C,2964,4,-1
111951,retranchements,NOM,m,p,0.17,,C,2964,4,-1
111952,retranchent,VER,,,0.04,3p,C,4452,2,-1
111953,retrancher,VER,,,0.29,,C,473,3,-1
111954,retranchera,VER,,,0.01,3s,C,229,4,-1
111955,retranchez,VER,,,0.01,2p-2p,C,473,3,-1
111956,retranchions,VER,,,0.0,1p,C,518,3,-1
111957,retranché,VER,m,s,0.47,,C,473,3,-1
111958,retranchée,VER,f,s,0.02,,C,473,3,-1
111959,retranchées,VER,f,p,0.0,,C,473,3,-1
111960,retranchés,VER,m,p,0.09,,C,473,3,-1
111961,retranscription,NOM,f,s,0.03,,C,4038,4,-1
111962,retranscrire,VER,,,0.21,,C,2346,3,-1
111963,retranscris,VER,,,0.01,1s,C,2345,3,-1
111964,retranscrit,VER,m,s,0.04,3s,C,2345,3,-1
111965,retranscrits,VER,m,p,0.0,,C,2345,3,-1
111966,retransforme,VER,,,0.02,1s,C,1539,3,-1
111967,retransformer,VER,,,0.16,,C,3059,4,-1
111968,retransformera,VER,,,0.02,3s,C,229,5,-1
111969,retransférer,VER,,,0.01,,C,263,4,-1
111970,retransmet,VER,,,0.05,3s,C,2974,3,-1
111971,retransmettait,VER,,,0.01,3s,C,4380,4,-1
111972,retransmettant,VER,,,0.01,,C,4368,4,-1
111973,retransmettez,VER,,,0.02,2p-2p,C,4605,4,-1
111974,retransmettra,VER,,,0.02,3s,C,4487,4,-1
111975,retransmettre,VER,,,0.25,,C,2999,3,-1
111976,retransmettrons,VER,,,0.11,1p,C,4551,4,-1
111977,retransmis,VER,m,,0.39,1s,C,3060,3,-1
111978,retransmise,VER,f,s,0.16,,C,3083,3,-1
111979,retransmission,NOM,f,s,0.36,,C,4038,4,-1
111980,retransmissions,NOM,f,p,0.11,,C,4038,4,-1
111981,retransmit,VER,,,0.01,3s,C,3060,3,-1
111982,retravaillait,VER,,,0.03,3s,C,2144,4,-1
111983,retravaille,VER,,,0.65,1s-3s,C,4895,3,-1
111984,retravaillent,VER,,,0.01,3p,C,4895,3,-1
111985,retravailler,VER,,,1.89,,C,2181,4,-1
111986,retravaillera,VER,,,0.05,3s,C,229,5,-1
111987,retravaillerai,VER,,,0.04,1s,C,185,5,-1
111988,retravaillerait,VER,,,0.03,3s,C,185,5,-1
111989,retravaillerez,VER,,,0.01,2p,C,263,5,-1
111990,retravailles,VER,,,0.17,2s,C,4895,3,-1
111991,retravaillez,VER,,,0.13,2p-2p,C,2181,4,-1
111992,retravaillé,VER,m,s,0.09,,C,2181,4,-1
111993,retravaillée,VER,f,s,0.02,,C,2181,4,-1
111994,retraversa,VER,,,0.0,3s,C,3918,4,-1
111995,retraversai,VER,,,0.0,1s,C,3861,4,-1
111996,retraversaient,VER,,,0.0,3p,C,3861,4,-1
111997,retraversais,VER,,,0.0,1s,C,3861,4,-1
111998,retraversait,VER,,,0.0,3s,C,3861,4,-1
111999,retraversant,VER,,,0.0,,C,3848,4,-1
112000,retraverse,VER,,,0.03,1s-3s,C,4819,3,-1
112001,retraversent,VER,,,0.0,3p,C,4819,3,-1
112002,retraverser,VER,,,0.12,,C,3949,4,-1
112003,retraverserait,VER,,,0.0,3s,C,185,5,-1
112004,retraversions,VER,,,0.0,1p,C,4038,4,-1
112005,retraversons,VER,,,0.01,1p-1p,C,4314,4,-1
112006,retraversé,VER,m,s,0.01,,C,3949,4,-1
112007,retraversée,VER,f,s,0.0,,C,3949,4,-1
112008,retraçaient,VER,,,0.0,3p,C,3861,3,-1
112009,retraçais,VER,,,0.0,1s,C,3861,3,-1
112010,retraçait,VER,,,0.01,3s,C,3861,3,-1
112011,retraçant,VER,,,0.04,,C,3848,3,-1
112012,retreinte,NOM,f,s,0.01,,C,4439,2,-1
112013,retrempai,VER,,,0.0,1s,C,3465,3,-1
112014,retrempaient,VER,,,0.01,3p,C,3465,3,-1
112015,retrempait,VER,,,0.0,3s,C,3465,3,-1
112016,retremper,VER,,,0.0,,C,3604,3,-1
112017,retrempé,VER,m,s,0.0,,C,3604,3,-1
112018,retriever,NOM,m,s,0.17,,C,4795,3,-1
112019,retroussa,VER,,,0.01,3s,C,3918,3,-1
112020,retroussage,NOM,m,s,0.0,,C,3925,3,-1
112021,retroussaient,VER,,,0.0,3p,C,3861,3,-1
112022,retroussais,VER,,,0.0,1s,C,3861,3,-1
112023,retroussait,VER,,,0.0,3s,C,3861,3,-1
112024,retroussant,VER,,,0.0,,C,3848,3,-1
112025,retrousse,VER,,,0.39,2s-1s-3s,C,4536,2,-1
112026,retroussent,VER,,,0.0,3p,C,4536,2,-1
112027,retrousser,VER,,,0.21,,C,3949,3,-1
112028,retroussette,NOM,f,s,0.0,,C,3892,3,-1
112029,retroussez,VER,,,0.14,2p,C,3949,3,-1
112030,retroussis,NOM,m,,0.0,,C,3966,3,-1
112031,retroussé,VER,m,s,0.11,,C,3949,3,-1
112032,retroussé,ADJ,m,s,0.2,,C,3949,3,-1
112033,retroussée,VER,f,s,0.0,,C,3949,3,-1
112034,retroussée,ADJ,f,s,0.01,,C,3949,3,-1
112035,retroussées,VER,f,p,0.02,,C,3949,3,-1
112036,retroussées,ADJ,f,p,0.03,,C,3949,3,-1
112037,retroussés,VER,m,p,0.04,,C,3949,3,-1
112038,retroussés,ADJ,m,p,0.11,,C,3949,3,-1
112039,retrouva,VER,,,1.6,3s,C,4887,3,-1
112040,retrouvai,VER,,,0.32,1s,C,4811,3,-1
112041,retrouvaient,VER,,,0.48,3p,C,4811,3,-1
112042,retrouvaille,NOM,f,s,0.03,,C,4895,3,-1
112043,retrouvailles,NOM,f,p,2.43,,C,4895,3,-1
112044,retrouvais,VER,,,1.42,1s-2s,C,4811,3,-1
112045,retrouvait,VER,,,1.89,3s,C,4811,3,-1
112046,retrouvant,VER,,,0.47,,C,4801,3,-1
112047,retrouvas,VER,,,0.0,2s,C,4887,3,-1
112048,retrouve,VER,,,61.54,2s-1s-3s-1s-3s,C,4537,2,-1
112049,retrouvent,VER,,,4.47,3p,C,4537,2,-1
112050,retrouver,VER,,,100.9,,C,4910,3,-1
112051,retrouvera,VER,,,11.55,3s,C,229,4,-1
112052,retrouverai,VER,,,8.23,1s,C,185,4,-1
112053,retrouveraient,VER,,,0.26,3p,C,185,4,-1
112054,retrouverais,VER,,,1.24,1s-2s,C,185,4,-1
112055,retrouverait,VER,,,1.17,3s,C,185,4,-1
112056,retrouveras,VER,,,3.36,2s,C,229,4,-1
112057,retrouverez,VER,,,3.13,2p,C,263,4,-1
112058,retrouveriez,VER,,,0.09,2p,C,329,4,-1
112059,retrouverions,VER,,,0.06,1p,C,333,4,-1
112060,retrouverons,VER,,,2.52,1p,C,394,4,-1
112061,retrouveront,VER,,,2.21,3p,C,394,4,-1
112062,retrouves,VER,,,5.05,2s-2s,C,4537,2,-1
112063,retrouvez,VER,,,5.79,2p-2p,C,4910,3,-1
112064,retrouviez,VER,,,0.72,2p-2p,C,4961,3,-1
112065,retrouvions,VER,,,0.47,1p,C,4965,3,-1
112066,retrouvons,VER,,,3.6,1p-1p,C,5003,3,-1
112067,retrouvâmes,VER,,,0.04,1p,C,4901,3,-1
112068,retrouvât,VER,,,0.0,3s,C,4887,3,-1
112069,retrouvèrent,VER,,,0.36,3p,C,4812,3,-1
112070,retrouvé,VER,m,s,50.38,,C,4910,3,-1
112071,retrouvée,VER,f,s,13.51,,C,4910,3,-1
112072,retrouvées,VER,f,p,1.9,,C,4910,3,-1
112073,retrouvés,VER,m,p,6.44,,C,4910,3,-1
112074,rets,NOM,m,,0.12,,C,185,1,-1
112075,retsina,NOM,m,s,0.13,,C,3253,3,-1
112076,retuber,VER,,,0.03,,C,995,3,-1
112077,retuer,VER,,,0.01,,C,4355,2,-1
112078,retâté,VER,m,s,0.0,,C,4605,3,-1
112079,retéléphone,VER,,,0.14,2s-1s-3s,C,1549,4,-1
112080,retéléphoner,VER,,,0.15,,C,3287,5,-1
112081,retînmes,VER,,,0.0,1p,C,4334,2,-1
112082,retînt,VER,,,0.0,3s,C,4327,2,-1
112083,reubeu,NOM,m,s,0.01,,C,781,2,-1
112084,reubeus,NOM,m,p,0.0,,C,781,2,-1
112085,revalidation,NOM,f,s,0.01,,C,4038,5,-1
112086,revalider,VER,,,0.02,,C,1353,4,-1
112087,revaloir,VER,,,0.11,,C,2898,3,-1
112088,revalorisait,VER,,,0.0,3s,C,5072,5,-1
112089,revalorisation,NOM,f,s,0.0,,C,4038,6,-1
112090,revalorisent,VER,,,0.0,3p,C,299,4,-1
112091,revaloriser,VER,,,0.02,,C,5141,5,-1
112092,revalorisé,VER,m,s,0.01,,C,5141,5,-1
112093,revancha,VER,,,0.0,3s,C,450,3,-1
112094,revanchaient,VER,,,0.0,3p,C,426,3,-1
112095,revanchard,ADJ,m,s,0.04,,C,451,3,-1
112096,revanchard,NOM,m,s,0.01,,C,451,3,-1
112097,revancharde,ADJ,f,s,0.02,,C,453,3,-1
112098,revancharde,NOM,f,s,0.02,,C,453,3,-1
112099,revanchardes,ADJ,f,p,0.0,,C,453,3,-1
112100,revanchards,NOM,m,p,0.0,,C,451,3,-1
112101,revanche,NOM,f,s,13.73,,C,4802,2,-1
112102,revanchent,VER,,,0.0,3p,C,4802,2,-1
112103,revancher,VER,,,0.0,,C,473,3,-1
112104,revanches,NOM,f,p,0.08,,C,4802,2,-1
112105,revaudra,VER,,,0.25,3s,C,1267,3,-1
112106,revaudrai,VER,,,2.8,1s,C,1255,3,-1
112107,revaudraient,VER,,,0.01,3p,C,1255,3,-1
112108,revaudrais,VER,,,0.13,1s-2s,C,1255,3,-1
112109,revaudrait,VER,,,0.02,3s,C,1255,3,-1
112110,revaudras,VER,,,0.13,2s,C,1267,3,-1
112111,revenaient,VER,,,1.27,3p,C,3209,3,-1
112112,revenais,VER,,,3.95,1s-2s,C,3209,3,-1
112113,revenait,VER,,,7.47,3s,C,3209,3,-1
112114,revenant,ADJ,m,s,0.08,,C,3206,3,-1
112115,revenant,NOM,m,s,0.87,,C,3206,3,-1
112116,revenant,VER,,,4.49,,C,3206,3,-1
112117,revenante,ADJ,f,s,0.23,,C,3208,3,-1
112118,revenants,ADJ,m,p,0.05,,C,3206,3,-1
112119,revenants,NOM,m,p,0.95,,C,3206,3,-1
112120,revend,VER,,,0.51,3s,C,4801,2,-1
112121,revendable,ADJ,,s,0.01,,C,1333,3,-1
112122,revendaient,VER,,,0.01,3p,C,1200,3,-1
112123,revendais,VER,,,0.02,1s,C,1200,3,-1
112124,revendait,VER,,,0.39,3s,C,1200,3,-1
112125,revendant,VER,,,0.09,,C,1194,3,-1
112126,revendent,VER,,,0.29,3p,C,4805,2,-1
112127,revendes,VER,,,0.0,2s,C,4805,2,-1
112128,revendeur,NOM,m,s,0.86,,C,1189,3,-1
112129,revendeurs,NOM,m,p,0.34,,C,1189,3,-1
112130,revendeuse,NOM,f,s,0.03,,C,1176,3,-1
112131,revendez,VER,,,0.14,2p-2p,C,1353,3,-1
112132,revendicateur,ADJ,m,s,0.0,,C,4361,5,-1
112133,revendicateurs,NOM,m,p,0.0,,C,4361,5,-1
112134,revendicatif,ADJ,m,s,0.0,,C,4622,5,-1
112135,revendicatifs,ADJ,m,p,0.0,,C,4622,5,-1
112136,revendication,NOM,f,s,0.94,,C,4038,5,-1
112137,revendications,NOM,f,p,1.04,,C,4038,5,-1
